Fighter 1,Fighter 1 KD,Fighter 1 Sig STR,Fighter 1 Sig Str Percent,Fighter 1 TD,Fighter 1 TD Percent,Fighter 1 Sub AttemptFighter 1 Rev,Fighter 1 Control,Fighter 1 Significant Head Strikes,Fighter 1 Significant Body Strikes,Fighter 1 Significant Leg Strikes,Fight 1 Significatn Distane Strikes,Fighter 1 Significant Clinch Strikes,Fighter 1 Significant Ground Strikes,Fighter 2,Fighter 2 KD,Fighter 2 Sig STR,Fighter 2 Sig Str Percent,Fighter 2 TD,Fighter 2 TD Percent,Fighter 2 Sub AttemptFighter 2 Rev,Fighter 2 Control,Fighter 2 Significant Head Strikes,Fighter 2 Significant Body Strikes,Fighter 2 Significant Leg Strikes,Fight 2 Significatn Distane Strikes,Fighter 2 Significant Clinch Strikes,Fighter 2 Significant Ground Strikes
Sean Woodson,1,50 of 98,51%,59 of 107,0 of 0,---,0,0,0:22,23 of 61,17 of 26,10 of 11,48 of 95,2 of 2,0 of 1,Collin Anglin,0,8 of 40,8 of 40,20%,8 of 40,0 of 1,0%,0,0,0:13,4 of 26,2 of 10,2 of 4,8 of 40,0 of 0,0 of 0
Cortney Casey,0,89 of 218,40%,124 of 257,0 of 0,---,0,0,0:00,61 of 173,12 of 25,16 of 20,86 of 213,2 of 2,1 of 3,Liana Jojua,0,34 of 154,34 of 154,22%,57 of 184,2 of 3,66%,0,0,1:33,29 of 143,4 of 9,1 of 2,30 of 145,1 of 2,3 of 7
Marc Diakiese,0,3 of 13,23%,3 of 13,0 of 1,0%,0,0,0:03,0 of 7,1 of 3,2 of 3,3 of 13,0 of 0,0 of 0,Rafael Alves,0,6 of 11,6 of 11,54%,6 of 11,0 of 0,---,1,0,0:00,3 of 8,1 of 1,2 of 2,6 of 11,0 of 0,0 of 0
Kennedy Nzechukwu,0,6 of 18,33%,6 of 18,0 of 0,---,0,0,0:00,6 of 18,0 of 0,0 of 0,6 of 18,0 of 0,0 of 0,Da Woon Jung,1,16 of 49,16 of 49,32%,16 of 49,0 of 0,---,0,0,0:00,15 of 47,1 of 2,0 of 0,12 of 42,3 of 6,1 of 1
Kamaru Usman,2,123 of 293,41%,158 of 336,1 of 1,100%,0,0,1:16,80 of 241,41 of 50,2 of 2,107 of 274,6 of 7,10 of 12,Colby Covington,0,107 of 281,107 of 281,38%,119 of 298,0 of 11,0%,0,0,1:54,79 of 242,23 of 33,5 of 6,101 of 274,6 of 7,0 of 0
Rose Namajunas,0,86 of 168,51%,130 of 219,2 of 2,100%,0,1,7:00,57 of 131,12 of 17,17 of 20,60 of 136,6 of 6,20 of 26,Zhang Weili,0,83 of 173,83 of 173,47%,162 of 272,5 of 11,45%,0,0,3:37,36 of 112,14 of 16,33 of 45,64 of 138,5 of 8,14 of 27
Frankie Edgar,0,94 of 155,60%,138 of 202,3 of 9,33%,0,0,4:25,59 of 113,25 of 32,10 of 10,69 of 125,0 of 1,25 of 29,Marlon Vera,1,88 of 164,88 of 164,53%,110 of 187,0 of 0,---,1,0,0:01,60 of 130,22 of 26,6 of 8,75 of 140,1 of 1,12 of 23
Shane Burgos,0,193 of 288,67%,232 of 329,0 of 0,---,0,0,2:26,133 of 219,32 of 37,28 of 32,162 of 252,30 of 35,1 of 1,Billy Quarantillo,0,164 of 349,164 of 349,46%,196 of 383,0 of 14,0%,0,0,2:09,129 of 301,28 of 39,7 of 9,145 of 322,19 of 27,0 of 0
Justin Gaethje,1,116 of 183,63%,133 of 205,0 of 0,---,0,0,1:37,83 of 143,7 of 12,26 of 28,102 of 164,5 of 5,9 of 14,Michael Chandler,0,103 of 245,103 of 245,42%,104 of 246,1 of 6,16%,0,0,0:03,64 of 199,28 of 35,11 of 11,99 of 241,4 of 4,0 of 0
Alex Pereira,1,11 of 18,61%,25 of 33,0 of 0,---,0,0,0:04,4 of 10,5 of 6,2 of 2,4 of 9,6 of 7,1 of 2,Andreas Michailidis,0,3 of 11,3 of 11,27%,11 of 19,2 of 7,28%,0,0,3:59,3 of 6,0 of 2,0 of 3,0 of 5,2 of 5,1 of 1
Al Iaquinta,0,10 of 30,33%,10 of 30,0 of 0,---,0,0,0:00,5 of 21,3 of 6,2 of 3,10 of 30,0 of 0,0 of 0,Bobby Green,1,28 of 40,28 of 40,70%,29 of 41,0 of 0,---,0,0,0:15,23 of 35,2 of 2,3 of 3,16 of 26,0 of 0,12 of 14
Phil Hawes,0,48 of 90,53%,49 of 91,0 of 3,0%,0,0,0:00,24 of 63,15 of 18,9 of 9,46 of 85,2 of 5,0 of 0,Chris Curtis,1,21 of 36,21 of 36,58%,22 of 37,0 of 0,---,0,0,0:03,15 of 27,5 of 8,1 of 1,18 of 33,2 of 2,1 of 1
Edmen Shahbazyan,0,22 of 35,62%,29 of 43,1 of 5,20%,0,0,2:34,10 of 19,4 of 8,8 of 8,19 of 31,2 of 3,1 of 1,Nassourdine Imavov,0,42 of 63,42 of 63,66%,64 of 87,0 of 1,0%,4,0,3:56,34 of 54,4 of 5,4 of 4,16 of 33,5 of 6,21 of 24
Ian Machado Garry,1,18 of 28,64%,22 of 32,0 of 0,---,0,0,0:37,11 of 21,5 of 5,2 of 2,14 of 22,4 of 6,0 of 0,Jordan Williams,0,22 of 50,22 of 50,44%,24 of 54,0 of 1,0%,0,0,0:47,16 of 44,3 of 3,3 of 3,20 of 48,2 of 2,0 of 0
Gian Villante,0,30 of 51,58%,30 of 51,0 of 0,---,0,0,0:08,6 of 24,21 of 23,3 of 4,28 of 49,2 of 2,0 of 0,Chris Barnett,1,38 of 70,38 of 70,54%,44 of 76,0 of 0,---,0,0,0:12,13 of 41,4 of 5,21 of 24,28 of 52,1 of 1,9 of 17
Dustin Jacoby,0,153 of 321,47%,153 of 321,0 of 0,---,0,0,0:00,110 of 270,21 of 28,22 of 23,152 of 319,1 of 2,0 of 0,John Allan,0,77 of 189,77 of 189,40%,78 of 190,0 of 0,---,0,0,0:00,43 of 149,11 of 14,23 of 26,76 of 184,1 of 5,0 of 0
Jan Blachowicz,0,28 of 45,62%,53 of 73,0 of 0,---,0,0,0:15,20 of 37,6 of 6,2 of 2,26 of 43,1 of 1,1 of 1,Glover Teixeira,0,23 of 39,23 of 39,58%,71 of 93,2 of 6,33%,2,0,5:17,17 of 33,6 of 6,0 of 0,11 of 25,0 of 0,12 of 14
Petr Yan,1,149 of 270,55%,158 of 280,0 of 2,0%,1,1,1:09,100 of 217,27 of 29,22 of 24,135 of 252,7 of 9,7 of 9,Cory Sandhagen,0,169 of 445,169 of 445,37%,172 of 449,1 of 6,16%,0,1,0:20,118 of 389,28 of 32,23 of 24,168 of 443,1 of 2,0 of 0
Islam Makhachev,0,2 of 3,66%,13 of 14,1 of 1,100%,2,0,1:48,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0,Dan Hooker,0,4 of 13,4 of 13,30%,19 of 28,0 of 0,---,0,0,0:00,1 of 10,0 of 0,3 of 3,4 of 13,0 of 0,0 of 0
Alexander Volkov,0,75 of 139,53%,89 of 153,0 of 0,---,0,0,2:00,53 of 117,18 of 18,4 of 4,54 of 114,18 of 22,3 of 3,Marcin Tybura,0,58 of 139,58 of 139,41%,73 of 157,0 of 16,0%,0,0,2:01,39 of 117,15 of 17,4 of 5,47 of 121,11 of 18,0 of 0
Li Jingliang,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,Khamzat Chimaev,0,25 of 25,25 of 25,100%,58 of 62,1 of 2,50%,3,0,3:01,25 of 25,0 of 0,0 of 0,1 of 1,0 of 0,24 of 24
Magomed Ankalaev,1,66 of 108,61%,76 of 118,1 of 4,25%,0,0,1:45,43 of 82,20 of 23,3 of 3,59 of 100,6 of 7,1 of 1,Volkan Oezdemir,0,48 of 102,48 of 102,47%,56 of 112,0 of 1,0%,0,0,0:00,23 of 67,3 of 12,22 of 23,41 of 92,7 of 10,0 of 0
Amanda Ribas,0,88 of 233,37%,124 of 273,1 of 5,20%,1,0,0:43,59 of 194,15 of 24,14 of 15,84 of 227,4 of 6,0 of 0,Virna Jandiroba,1,50 of 155,50 of 155,32%,119 of 224,1 of 8,12%,0,0,3:06,46 of 141,4 of 14,0 of 0,46 of 148,1 of 4,3 of 3
Ricardo Ramos,0,68 of 224,30%,71 of 227,0 of 0,---,0,0,0:00,49 of 187,10 of 19,9 of 18,67 of 223,1 of 1,0 of 0,Zubaira Tukhugov,0,77 of 181,77 of 181,42%,78 of 185,2 of 7,28%,0,0,0:55,73 of 174,2 of 5,2 of 2,77 of 181,0 of 0,0 of 0
Albert Duraev,0,71 of 140,50%,152 of 265,1 of 9,11%,1,0,5:33,54 of 118,6 of 8,11 of 14,41 of 92,0 of 0,30 of 48,Roman Kopylov,1,42 of 93,42 of 93,45%,54 of 111,1 of 2,50%,0,0,0:25,30 of 76,7 of 12,5 of 5,35 of 81,2 of 4,5 of 8
Elizeu Zaleski dos Santos,0,149 of 259,57%,167 of 279,0 of 4,0%,0,0,2:00,96 of 200,37 of 42,16 of 17,112 of 207,32 of 47,5 of 5,Benoit Saint Denis,0,67 of 148,67 of 148,45%,80 of 162,2 of 14,14%,0,0,1:55,40 of 114,20 of 27,7 of 7,64 of 140,3 of 7,0 of 1
Shamil Gamzatov,0,35 of 67,52%,35 of 67,0 of 2,0%,0,0,0:00,16 of 45,13 of 16,6 of 6,34 of 65,1 of 2,0 of 0,Michal Oleksiejczuk,1,32 of 55,32 of 55,58%,32 of 55,0 of 0,---,0,0,0:03,27 of 48,5 of 7,0 of 0,29 of 48,0 of 0,3 of 7
Makwan Amirkhani,0,4 of 6,66%,12 of 16,5 of 7,71%,0,0,4:05,3 of 5,1 of 1,0 of 0,1 of 2,0 of 0,3 of 4,Lerone Murphy,1,4 of 5,4 of 5,80%,7 of 8,0 of 0,---,0,0,0:09,4 of 5,0 of 0,0 of 0,1 of 2,0 of 0,3 of 3
Paulo Costa,0,163 of 260,62%,172 of 269,1 of 1,100%,0,0,0:47,82 of 174,67 of 72,14 of 14,154 of 249,5 of 5,4 of 6,Marvin Vettori,0,190 of 346,190 of 346,54%,214 of 373,1 of 5,20%,0,0,3:27,154 of 307,33 of 36,3 of 3,168 of 316,21 of 29,1 of 1
Grant Dawson,0,24 of 31,77%,71 of 85,3 of 11,27%,0,0,8:26,12 of 17,11 of 13,1 of 1,3 of 7,2 of 2,19 of 22,Ricky Glenn,0,28 of 41,28 of 41,68%,88 of 104,0 of 0,---,1,0,4:30,19 of 26,7 of 12,2 of 3,8 of 19,1 of 1,19 of 21
Jessica-Rose Clark,0,18 of 27,66%,54 of 74,5 of 11,45%,0,0,11:40,9 of 17,5 of 5,4 of 5,10 of 19,4 of 4,4 of 4,Joselyne Edwards,0,30 of 48,30 of 48,62%,72 of 94,0 of 0,---,0,0,1:38,19 of 33,7 of 9,4 of 6,23 of 41,3 of 3,4 of 4
Alex Caceres,0,46 of 64,71%,54 of 72,0 of 0,---,1,0,0:49,22 of 33,13 of 17,11 of 14,37 of 54,9 of 10,0 of 0,SeungWoo Choi,1,33 of 98,33 of 98,33%,38 of 104,0 of 0,---,0,0,0:15,18 of 78,11 of 16,4 of 4,26 of 85,3 of 3,4 of 10
Francisco Trinaldo,0,36 of 70,51%,61 of 101,1 of 3,33%,0,0,4:45,20 of 50,11 of 14,5 of 6,26 of 57,4 of 5,6 of 8,Dwight Grant,0,31 of 133,31 of 133,23%,41 of 145,1 of 1,100%,0,0,0:11,20 of 114,7 of 14,4 of 5,28 of 128,1 of 1,2 of 4
Nicolae Negumereanu,0,11 of 21,52%,11 of 21,0 of 1,0%,0,0,0:20,8 of 18,0 of 0,3 of 3,7 of 14,1 of 1,3 of 6,Ike Villanueva,0,7 of 21,7 of 21,33%,7 of 21,0 of 1,0%,0,0,0:00,5 of 19,2 of 2,0 of 0,7 of 20,0 of 1,0 of 0
JunYong Park,0,56 of 109,51%,59 of 112,0 of 0,---,0,0,0:29,50 of 103,0 of 0,6 of 6,54 of 106,2 of 3,0 of 0,Gregory Rodrigues,0,68 of 90,68 of 90,75%,75 of 98,2 of 4,50%,0,1,3:20,53 of 73,15 of 16,0 of 1,57 of 77,3 of 3,8 of 10
Mason Jones,0,87 of 157,55%,116 of 191,8 of 14,57%,0,0,9:01,65 of 133,20 of 22,2 of 2,69 of 130,10 of 18,8 of 9,David Onama,0,90 of 153,90 of 153,58%,121 of 186,0 of 1,0%,0,0,0:11,80 of 142,8 of 9,2 of 2,70 of 128,19 of 23,1 of 2
Tabatha Ricci,0,62 of 135,45%,103 of 187,5 of 11,45%,0,0,6:38,42 of 109,12 of 16,8 of 10,29 of 98,5 of 5,28 of 32,Maria Oliveira,0,66 of 178,66 of 178,37%,90 of 207,0 of 0,---,0,0,0:01,34 of 128,18 of 33,14 of 17,61 of 172,4 of 4,1 of 2
Jamie Pickett,0,47 of 96,48%,58 of 108,2 of 2,100%,0,0,2:37,23 of 64,23 of 30,1 of 2,26 of 72,21 of 23,0 of 1,Laureano Staropoli,0,25 of 62,25 of 62,40%,43 of 80,1 of 9,11%,0,0,5:26,14 of 48,8 of 11,3 of 3,19 of 54,6 of 8,0 of 0
Khama Worthy,0,11 of 21,52%,11 of 21,0 of 0,---,0,0,0:00,5 of 13,1 of 1,5 of 7,11 of 21,0 of 0,0 of 0,Jai Herbert,1,24 of 46,24 of 46,52%,25 of 47,0 of 0,---,0,0,0:05,21 of 40,1 of 1,2 of 5,19 of 39,2 of 2,3 of 5
Jeff Molina,1,47 of 62,75%,106 of 131,0 of 0,---,0,0,3:26,39 of 54,6 of 6,2 of 2,9 of 13,0 of 0,38 of 49,Daniel Lacerda,0,20 of 25,20 of 25,80%,31 of 37,0 of 2,0%,0,0,0:55,7 of 11,7 of 8,6 of 6,14 of 16,0 of 1,6 of 8
Aspen Ladd,0,33 of 110,30%,86 of 166,0 of 5,0%,0,1,7:32,28 of 103,2 of 3,3 of 4,17 of 85,8 of 12,8 of 13,Norma Dumont,0,65 of 149,65 of 149,43%,113 of 201,1 of 1,100%,0,0,1:47,48 of 129,15 of 18,2 of 2,51 of 134,14 of 15,0 of 0
Andrei Arlovski,0,83 of 172,48%,84 of 173,0 of 0,---,0,0,0:00,49 of 133,11 of 15,23 of 24,81 of 170,2 of 2,0 of 0,Carlos Felipe,0,73 of 172,73 of 172,42%,73 of 172,0 of 0,---,0,0,1:22,53 of 145,15 of 21,5 of 6,54 of 148,12 of 14,7 of 10
Jim Miller,1,32 of 48,66%,43 of 60,1 of 2,50%,0,0,1:55,25 of 41,4 of 4,3 of 3,18 of 30,8 of 10,6 of 8,Erick Gonzalez,0,14 of 37,14 of 37,37%,22 of 45,1 of 2,50%,0,0,1:02,10 of 30,3 of 5,1 of 2,11 of 33,2 of 2,1 of 2
Manon Fiorot,0,91 of 267,34%,112 of 291,2 of 6,33%,0,0,4:05,47 of 218,37 of 42,7 of 7,79 of 245,4 of 8,8 of 14,Mayra Bueno Silva,0,48 of 111,48 of 111,43%,92 of 156,0 of 0,---,0,0,0:04,13 of 55,21 of 32,14 of 24,39 of 100,7 of 9,2 of 2
Nate Landwehr,0,71 of 130,54%,103 of 163,1 of 2,50%,2,0,3:46,41 of 85,18 of 30,12 of 15,45 of 93,26 of 37,0 of 0,Ludovit Klein,0,42 of 85,42 of 85,49%,44 of 87,0 of 2,0%,0,0,0:32,20 of 55,18 of 25,4 of 5,39 of 80,3 of 5,0 of 0
Andrew Sanchez,0,33 of 53,62%,86 of 117,7 of 12,58%,0,0,7:53,26 of 43,6 of 9,1 of 1,26 of 46,2 of 2,5 of 5,Bruno Silva,0,70 of 123,70 of 123,56%,100 of 155,0 of 1,0%,0,0,0:15,47 of 96,21 of 24,2 of 3,55 of 102,10 of 12,5 of 9
Danny Roberts,0,34 of 94,36%,42 of 102,1 of 3,33%,0,0,2:38,17 of 71,16 of 21,1 of 2,14 of 64,20 of 29,0 of 1,Ramazan Emeev,0,40 of 79,40 of 79,50%,67 of 112,2 of 7,28%,1,0,2:57,32 of 68,8 of 11,0 of 0,28 of 65,11 of 13,1 of 1
Loopy Godinez,0,23 of 54,42%,45 of 76,2 of 15,13%,0,0,7:37,16 of 42,4 of 7,3 of 5,17 of 43,2 of 7,4 of 4,Luana Carolina,0,53 of 107,53 of 107,49%,86 of 141,0 of 0,---,0,0,0:52,24 of 70,18 of 23,11 of 14,37 of 86,16 of 21,0 of 0
Batgerel Danaa,1,22 of 51,43%,22 of 51,0 of 0,---,0,0,0:05,20 of 45,1 of 3,1 of 3,20 of 43,0 of 2,2 of 6,Brandon Davis,0,7 of 27,7 of 27,25%,7 of 27,0 of 0,---,0,0,0:00,4 of 22,1 of 3,2 of 2,7 of 27,0 of 0,0 of 0
Istela Nunes,0,62 of 119,52%,98 of 156,0 of 0,---,0,0,0:00,37 of 88,16 of 22,9 of 9,54 of 109,8 of 10,0 of 0,Ariane Carnelossi,0,36 of 108,36 of 108,33%,76 of 158,5 of 7,71%,1,0,7:04,33 of 103,2 of 4,1 of 1,33 of 100,3 of 8,0 of 0
Mackenzie Dern,0,49 of 174,28%,80 of 209,1 of 8,12%,1,1,7:21,41 of 158,4 of 10,4 of 6,36 of 155,1 of 3,12 of 16,Marina Rodriguez,0,144 of 279,144 of 279,51%,148 of 284,0 of 0,---,1,0,0:10,72 of 186,39 of 58,33 of 35,124 of 257,20 of 22,0 of 0
Randy Brown,0,115 of 235,48%,117 of 237,0 of 1,0%,0,0,0:06,81 of 196,25 of 29,9 of 10,109 of 227,5 of 7,1 of 1,Jared Gooden,0,81 of 156,81 of 156,51%,87 of 162,0 of 0,---,0,0,0:44,19 of 76,27 of 36,35 of 44,78 of 151,3 of 3,0 of 2
Tim Elliott,0,70 of 215,32%,105 of 255,1 of 10,10%,0,0,2:28,39 of 160,11 of 28,20 of 27,62 of 207,7 of 7,1 of 1,Matheus Nicolau,0,64 of 109,64 of 109,58%,128 of 176,1 of 1,100%,0,0,2:08,28 of 63,31 of 38,5 of 8,64 of 107,0 of 1,0 of 1
Sabina Mazo,0,62 of 159,38%,63 of 161,0 of 0,---,0,0,0:35,35 of 113,13 of 22,14 of 24,61 of 158,1 of 1,0 of 0,Mariya Agapova,1,93 of 164,93 of 164,56%,99 of 170,0 of 0,---,1,0,0:05,48 of 107,32 of 43,13 of 14,91 of 162,2 of 2,0 of 0
Chris Gutierrez,0,96 of 144,66%,115 of 165,0 of 3,0%,0,0,1:30,57 of 101,14 of 15,25 of 28,93 of 138,2 of 4,1 of 2,Felipe Colares,0,41 of 147,41 of 147,27%,70 of 178,1 of 7,14%,0,0,3:59,23 of 111,15 of 31,3 of 5,41 of 147,0 of 0,0 of 0
Alexandr Romanov,0,56 of 78,71%,78 of 103,5 of 7,71%,0,0,6:31,48 of 66,6 of 10,2 of 2,11 of 22,0 of 0,45 of 56,Jared Vanderaa,0,13 of 23,13 of 23,56%,19 of 31,0 of 0,---,0,0,0:00,4 of 12,2 of 3,7 of 8,10 of 19,3 of 4,0 of 0
Charles Rosa,0,34 of 87,39%,116 of 181,2 of 3,66%,0,1,1:18,17 of 66,4 of 8,13 of 13,26 of 76,5 of 8,3 of 3,Damon Jackson,0,41 of 87,41 of 87,47%,53 of 101,6 of 12,50%,2,3,10:24,33 of 77,6 of 8,2 of 2,20 of 58,3 of 3,18 of 26
Loopy Godinez,0,11 of 13,84%,18 of 20,5 of 6,83%,1,0,3:27,8 of 10,2 of 2,1 of 1,8 of 10,3 of 3,0 of 0,Silvana Gomez Juarez,0,3 of 13,3 of 13,23%,3 of 13,0 of 0,---,0,0,0:00,3 of 13,0 of 0,0 of 0,3 of 13,0 of 0,0 of 0
Steve Garcia,0,34 of 49,69%,70 of 87,3 of 5,60%,0,0,5:55,30 of 45,2 of 2,2 of 2,6 of 11,1 of 1,27 of 37,Charlie Ontiveros,2,7 of 23,7 of 23,30%,15 of 34,0 of 0,---,0,0,0:08,7 of 22,0 of 1,0 of 0,4 of 16,2 of 2,1 of 5
Thiago Santos,0,44 of 105,41%,44 of 105,0 of 1,0%,0,0,0:00,9 of 40,16 of 28,19 of 37,42 of 103,2 of 2,0 of 0,Johnny Walker,0,48 of 130,48 of 130,36%,48 of 130,0 of 0,---,0,0,0:00,7 of 55,9 of 20,32 of 55,46 of 127,2 of 3,0 of 0
Kevin Holland,0,3 of 7,42%,24 of 28,0 of 0,---,0,0,1:04,2 of 6,0 of 0,1 of 1,2 of 6,1 of 1,0 of 0,Kyle Daukaus,0,9 of 13,9 of 13,69%,19 of 25,1 of 5,20%,3,0,2:10,5 of 9,3 of 3,1 of 1,2 of 4,4 of 4,3 of 5
Alex Oliveira,0,65 of 112,58%,83 of 131,1 of 2,50%,0,0,3:14,31 of 72,17 of 23,17 of 17,56 of 99,2 of 2,7 of 11,Niko Price,0,64 of 116,64 of 116,55%,108 of 167,1 of 3,33%,0,0,4:50,37 of 83,7 of 11,20 of 22,45 of 93,2 of 2,17 of 21
Misha Cirkunov,0,41 of 91,45%,55 of 106,5 of 17,29%,0,0,4:06,13 of 59,10 of 13,18 of 19,28 of 76,6 of 8,7 of 7,Krzysztof Jotko,0,41 of 95,41 of 95,43%,56 of 115,1 of 3,33%,0,0,0:44,23 of 76,6 of 7,12 of 12,37 of 89,4 of 6,0 of 0
Alexander Hernandez,1,20 of 35,57%,20 of 35,0 of 2,0%,0,0,0:00,15 of 29,4 of 4,1 of 2,14 of 26,6 of 9,0 of 0,Mike Breeden,0,6 of 15,6 of 15,40%,6 of 15,0 of 0,---,0,0,0:00,4 of 13,0 of 0,2 of 2,5 of 14,1 of 1,0 of 0
Joe Solecki,0,38 of 69,55%,70 of 102,4 of 7,57%,0,0,6:03,31 of 62,5 of 5,2 of 2,25 of 56,4 of 4,9 of 9,Jared Gordon,0,51 of 86,51 of 86,59%,83 of 122,1 of 2,50%,0,1,4:07,32 of 60,12 of 18,7 of 8,33 of 68,15 of 15,3 of 3
Antonina Shevchenko,0,40 of 63,63%,58 of 85,0 of 1,0%,0,0,1:12,32 of 55,8 of 8,0 of 0,24 of 45,8 of 8,8 of 10,Casey O'Neill,0,52 of 110,52 of 110,47%,128 of 209,3 of 8,37%,0,0,5:39,46 of 101,4 of 7,2 of 2,13 of 55,2 of 3,37 of 52
Bethe Correia,0,62 of 147,42%,85 of 171,0 of 2,0%,0,0,0:00,18 of 91,38 of 50,6 of 6,57 of 140,5 of 7,0 of 0,Karol Rosa,0,125 of 199,125 of 199,62%,145 of 219,0 of 2,0%,0,0,2:50,70 of 142,35 of 35,20 of 22,102 of 172,22 of 26,1 of 1
Devonte Smith,0,29 of 64,45%,32 of 67,0 of 0,---,0,0,0:00,24 of 57,2 of 4,3 of 3,26 of 59,3 of 5,0 of 0,Jamie Mullarkey,1,55 of 108,55 of 108,50%,58 of 112,1 of 2,50%,0,0,0:47,22 of 65,22 of 32,11 of 11,34 of 75,15 of 22,6 of 11
Douglas Silva de Andrade,1,10 of 15,66%,12 of 17,0 of 0,---,0,0,0:19,6 of 9,2 of 4,2 of 2,6 of 11,1 of 1,3 of 3,Gaetano Pirrello,0,5 of 6,5 of 6,83%,5 of 6,0 of 0,---,0,0,0:00,0 of 0,2 of 3,3 of 3,4 of 5,1 of 1,0 of 0
Stephanie Egger,0,29 of 42,69%,62 of 84,2 of 4,50%,0,0,3:28,20 of 33,3 of 3,6 of 6,14 of 25,3 of 3,12 of 14,Shanna Young,0,22 of 50,22 of 50,44%,26 of 54,0 of 0,---,2,0,0:23,8 of 31,11 of 16,3 of 3,22 of 50,0 of 0,0 of 0
Alejandro Perez,0,23 of 55,41%,34 of 66,1 of 1,100%,2,0,1:14,11 of 40,10 of 12,2 of 3,18 of 49,2 of 2,3 of 4,Johnny Eduardo,0,31 of 59,31 of 59,52%,38 of 66,1 of 1,100%,0,0,1:14,7 of 33,8 of 9,16 of 17,28 of 55,2 of 3,1 of 1
Alexander Volkanovski,0,214 of 353,60%,229 of 377,0 of 0,---,0,2,3:51,146 of 270,20 of 26,48 of 57,158 of 254,3 of 6,53 of 93,Brian Ortega,0,88 of 234,88 of 234,37%,101 of 250,2 of 5,40%,3,1,0:54,59 of 193,20 of 26,9 of 15,82 of 225,6 of 9,0 of 0
Valentina Shevchenko,0,98 of 170,57%,132 of 204,3 of 4,75%,0,0,4:04,62 of 126,19 of 24,17 of 20,72 of 137,6 of 8,20 of 25,Lauren Murphy,0,11 of 91,11 of 91,12%,19 of 100,0 of 0,---,0,0,0:41,4 of 73,3 of 13,4 of 5,11 of 91,0 of 0,0 of 0
Nick Diaz,0,150 of 339,44%,150 of 339,0 of 1,0%,0,0,0:00,114 of 294,36 of 45,0 of 0,144 of 331,6 of 8,0 of 0,Robbie Lawler,0,131 of 221,131 of 221,59%,131 of 221,0 of 0,---,0,0,0:14,88 of 176,33 of 35,10 of 10,99 of 182,31 of 38,1 of 1
Curtis Blaydes,0,32 of 96,33%,113 of 190,3 of 6,50%,0,0,6:19,18 of 76,6 of 8,8 of 12,24 of 86,0 of 0,8 of 10,Jairzinho Rozenstruik,0,18 of 68,18 of 68,26%,46 of 99,0 of 0,---,0,0,0:00,17 of 65,1 of 2,0 of 1,16 of 65,2 of 3,0 of 0
Jessica Andrade,0,48 of 86,55%,48 of 86,0 of 0,---,0,0,0:00,34 of 70,2 of 3,12 of 13,41 of 72,7 of 14,0 of 0,Cynthia Calvillo,0,27 of 75,27 of 75,36%,27 of 75,0 of 0,---,0,0,0:00,10 of 52,13 of 18,4 of 5,27 of 75,0 of 0,0 of 0
Marlon Moraes,1,29 of 44,65%,34 of 49,0 of 0,---,0,0,0:30,23 of 36,0 of 0,6 of 8,21 of 35,1 of 2,7 of 7,Merab Dvalishvili,0,69 of 109,69 of 109,63%,246 of 307,4 of 4,100%,0,0,6:00,63 of 101,6 of 7,0 of 1,12 of 35,0 of 0,57 of 74
Dan Hooker,0,73 of 153,47%,177 of 261,3 of 7,42%,0,0,7:04,26 of 97,27 of 32,20 of 24,55 of 134,14 of 15,4 of 4,Nasrat Haqparast,0,27 of 69,27 of 69,39%,35 of 77,0 of 1,0%,0,0,0:03,17 of 56,9 of 11,1 of 2,23 of 63,4 of 6,0 of 0
Shamil Abdurakhimov,0,23 of 63,36%,23 of 63,0 of 0,---,0,0,0:00,13 of 48,6 of 11,4 of 4,22 of 62,1 of 1,0 of 0,Chris Daukaus,2,38 of 93,38 of 93,40%,38 of 93,0 of 0,---,0,0,0:48,34 of 88,2 of 3,2 of 2,18 of 58,2 of 5,18 of 30
Roxanne Modafferi,0,18 of 92,19%,43 of 124,0 of 4,0%,0,0,3:02,13 of 85,2 of 3,3 of 4,16 of 90,2 of 2,0 of 0,Taila Santos,1,55 of 95,55 of 95,57%,118 of 164,5 of 5,100%,0,0,8:03,38 of 75,8 of 11,9 of 9,40 of 72,8 of 9,7 of 14
Uros Medic,0,6 of 11,54%,6 of 11,0 of 0,---,0,0,0:00,2 of 6,0 of 1,4 of 4,6 of 11,0 of 0,0 of 0,Jalin Turner,0,25 of 47,25 of 47,53%,40 of 68,1 of 1,100%,1,0,2:24,16 of 36,8 of 9,1 of 2,16 of 31,3 of 3,6 of 13
Cody Brundage,0,28 of 53,52%,59 of 90,0 of 1,0%,1,0,1:55,22 of 45,3 of 5,3 of 3,13 of 37,4 of 5,11 of 11,Nick Maximov,0,14 of 40,14 of 40,35%,84 of 142,4 of 15,26%,0,2,9:21,12 of 37,1 of 1,1 of 2,8 of 26,3 of 5,3 of 9
Matthew Semelsberger,1,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:01,2 of 4,1 of 1,0 of 0,2 of 4,0 of 0,1 of 1,Martin Sano,0,1 of 3,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
